2,2,1,0.8181818181818182,0.2727272727272727
2,5,1,0.9090909090909091,0.09090909090909091
2,7,1,0.7272727272727273,0.09090909090909091
2,2,2,0.2727272727272727,0.09090909090909091
2,5,2,0.2727272727272727,0.09090909090909091
2,7,2,0.2727272727272727,0.09090909090909091
2,2,3,0.09090909090909091,0.09090909090909091
2,5,3,0.0,0.0
2,7,3,0.09090909090909091,0.09090909090909091
5,2,1,0.8181818181818182,0.2727272727272727
5,5,1,0.9090909090909091,0.36363636363636365
5,7,1,0.7272727272727273,0.2727272727272727
5,2,2,0.2727272727272727,0.2727272727272727
5,5,2,0.2727272727272727,0.2727272727272727
5,7,2,0.2727272727272727,0.2727272727272727
5,2,3,0.09090909090909091,0.09090909090909091
5,5,3,0.0,0.0
5,7,3,0.09090909090909091,0.09090909090909091
8,2,1,0.8571428571428571,0.21428571428571427
8,5,1,0.6428571428571429,0.07142857142857142
8,7,1,0.5714285714285714,0.0
8,2,2,0.21428571428571427,0.21428571428571427
8,5,2,0.42857142857142855,0.42857142857142855
8,7,2,0.42857142857142855,0.42857142857142855
8,2,3,0.0,0.0
8,5,3,0.07142857142857142,0.07142857142857142
8,7,3,0.07142857142857142,0.07142857142857142
